concept,count,bucket
suspension bridge,1,1-4
swaddled infant,1,1-4
swampy forest,1,1-4
swastika-like motifs,1,1-4
sweater,1,1-4
swimsuits,1,1-4
swing,1,1-4
swirl pattern,1,1-4
swirling brushstrokes,1,1-4
swirling brushwork,1,1-4
swirling cloud patterns,1,1-4
swirling drapery,1,1-4
swirling movement,1,1-4
swirling ribbons,1,1-4
swirling sky,1,1-4
swirling vortex of human figures,1,1-4
swirling water waves,1,1-4
sword motif,1,1-4
sycamore trees,1,1-4
symbolist landscape style,1,1-4
symbolist painting style,1,1-4
symbolist printmaking,1,1-4
symmetrical arch frame,1,1-4
symmetrical archways,1,1-4
symmetrical arrangement of figures,1,1-4
symmetrical balance,1,1-4
symmetrical basket structure,1,1-4
symmetrical border elements,1,1-4
symmetrical borders,1,1-4
symmetrical building facade,1,1-4
symmetrical central figures,1,1-4
symmetrical central pavilion,1,1-4
symmetrical central perspective,1,1-4
symmetrical circular layout,1,1-4
symmetrical composition elements,1,1-4
symmetrical cross,1,1-4
symmetrical design,1,1-4
symmetrical drapery framing,1,1-4
symmetrical dress design,1,1-4
symmetrical figure placement,1,1-4
symmetrical foreground,1,1-4
symmetrical framing with ruins,1,1-4
symmetrical pattern,1,1-4
symmetrical patterns,1,1-4
symmetrical pavilion placement,1,1-4
symmetrical plant placement,1,1-4
symmetrical reflection,1,1-4
symmetrical repetition,1,1-4
symmetrical spacing,1,1-4
symmetrical tracery,1,1-4
symmetrical tree composition,1,1-4
symmetrical upper register,1,1-4
syringes,1,1-4
syringes spraying yellow liquid,1,1-4
t-shirt,1,1-4
t-shirt with graphic print,1,1-4
tabby cat,1,1-4
table and chairs,1,1-4
table clock,1,1-4
table leg,1,1-4
table scene,1,1-4
table with books,1,1-4
table with cloth,1,1-4
table with green cloth,1,1-4
table with vase and bottle,1,1-4
tablecloths,1,1-4
tables with tablecloths,1,1-4
tablets,1,1-4
tablets with text,1,1-4
taiga landscape,1,1-4
taihu stone,1,1-4
tall black hats,1,1-4
tall buildings,1,1-4
tall candlesticks,1,1-4
tall column with statue,1,1-4
tall conical hats,1,1-4
tall forehead,1,1-4
tall grasses,1,1-4
tall green leaves,1,1-4
tall green tree,1,1-4
tall hat,1,1-4
tall hats,1,1-4
tall hats with feathers,1,1-4
tall hedges,1,1-4
tall mast,1,1-4
tall metal stand,1,1-4
tall mirror,1,1-4
tall monstrous figure,1,1-4
tall oak trees,1,1-4
tall orange hats,1,1-4
tall pine tree,1,1-4
tall plant,1,1-4
tall plants,1,1-4
tall seed heads,1,1-4
tall slender tree,1,1-4
tall spire,1,1-4
tall stone building,1,1-4
tall stone church tower,1,1-4
tall window with green curtains,1,1-4
tally marks,1,1-4
tambourine player,1,1-4
tambourines,1,1-4
tan and beige land,1,1-4
tan paper tones,1,1-4
tan silk,1,1-4
tan skin,1,1-4
tan skin tone,1,1-4
tang-style robes,1,1-4
tangled branches,1,1-4
tanjore painting style,1,1-4
tapered stripe,1,1-4
tapestries,1,1-4
tapestry wall hanging,1,1-4
target,1,1-4
target graphic,1,1-4
target symbol,1,1-4
taro roots,1,1-4
tartan pattern,1,1-4
tassel ornament,1,1-4
tasseled fringe,1,1-4
tatami floor,1,1-4
tatami mat,1,1-4
tavern,1,1-4
tavern or rustic room,1,1-4
tavern yard,1,1-4
tea bowl,1,1-4
tea cups,1,1-4
tea drinking,1,1-4
tea drinking scene,1,1-4
tea party,1,1-4
tea set,1,1-4
tea stove,1,1-4
tea table,1,1-4
teahouse exterior,1,1-4
teal and black stripes,1,1-4
teal and dark blue sky,1,1-4
teal armchair,1,1-4
teal armor plates,1,1-4
teal duck,1,1-4
teal garment,1,1-4
teal sky,1,1-4
teal wall,1,1-4
teapots,1,1-4
teardrop motif,1,1-4
teardrop pattern,1,1-4
tears,1,1-4
telegraph machine,1,1-4
tempera and gold leaf on parchment,1,1-4
tempera on cardboard,1,1-4
tempera on paper,1,1-4
tempera on paper texture,1,1-4
tempera on plaster texture,1,1-4
tempera or gouache on board,1,1-4
tempera or gouache on paper,1,1-4
tempera or gouache texture,1,1-4
tempera-like texture,1,1-4
tempest,1,1-4
temple,1,1-4
temple architecture,1,1-4
temple complex,1,1-4
temple grounds,1,1-4
temple or hermitage complex,1,1-4
temples,1,1-4
temples with golden roofs,1,1-4
ten commandments tablets,1,1-4
ten-panel format,1,1-4
tent canopy,1,1-4
tent poles,1,1-4
terrace overlook,1,1-4
terrace overlooking a park,1,1-4
terrace overlooking a sky background,1,1-4
terrace setting,1,1-4
terrace view,1,1-4
terrace with stone balustrade,1,1-4
terraced ground,1,1-4
terraced hillsides,1,1-4
terracotta background,1,1-4
terracotta balustrade,1,1-4
terracotta brick red,1,1-4
terracotta building,1,1-4
terracotta curtain,1,1-4
terracotta dress,1,1-4
terracotta earth,1,1-4
terracotta floor,1,1-4
terracotta pattern,1,1-4
terracotta pinks,1,1-4
terracotta red patterns,1,1-4
terracotta red roofs,1,1-4
terracotta red walls,1,1-4
terracotta walls,1,1-4
terracotta-roofed houses,1,1-4
tessellated floor,1,1-4
tetramorph figures,1,1-4
text and image combination,1,1-4
text art,1,1-4
text at bottom margin,1,1-4
text banner,1,1-4
text below image,1,1-4
text box,1,1-4
text bubbles,1,1-4
text can 51,1,1-4
text caption,1,1-4
text fragment coty,1,1-4
text hollywood,1,1-4
text inscriptions,1,1-4
text integrated into background,1,1-4
text labels,1,1-4
text on lower margin,1,1-4
text on the upper left,1,1-4
text on wall,1,1-4
text panels framing the central image,1,1-4
text panels in upper register,1,1-4
text signage,1,1-4
text signature,1,1-4
text-and-image pairing,1,1-4
text-heavy background,1,1-4
text-heavy composition,1,1-4
textile border,1,1-4
textile borders,1,1-4
textile cover,1,1-4
textile patterns,1,1-4
textile print,1,1-4
textual elements,1,1-4
textural ink strokes,1,1-4
textural stippling,1,1-4
textured backdrop,1,1-4
textured bark rendering,1,1-4
textured blocks,1,1-4
textured brushstrokes on mountains,1,1-4
textured brushwork in water,1,1-4
textured brushwork on rocks,1,1-4
textured collage elements,1,1-4
textured dotting technique,1,1-4
textured fabric,1,1-4
textured fabric details,1,1-4
textured gold background,1,1-4
textured hatching,1,1-4
textured impasto,1,1-4
textured ink,1,1-4
textured ink layers,1,1-4
textured linework,1,1-4
textured mountain folds,1,1-4
textured off-white,1,1-4
textured paint layers,1,1-4
textured panels,1,1-4
textured paper collage,1,1-4
textured paper effect,1,1-4
textured paper grain,1,1-4
textured paper surface,1,1-4
textured paper visible,1,1-4
textured patterns,1,1-4
textured plaster background,1,1-4
textured plaster surface,1,1-4
textured printmaking,1,1-4
textured rock rendering,1,1-4
textured silk background,1,1-4
textured square shape,1,1-4
textured wall,1,1-4
textured white,1,1-4
texturing strokes on rocks,1,1-4
thangka painting on cloth,1,1-4
thangka painting style,1,1-4
thatch-roofed houses,1,1-4
thatched house,1,1-4
thatched roof building,1,1-4
thatched roof cottage,1,1-4
thatched roof pavilion,1,1-4
thatched roof stable,1,1-4
thatched roof structure,1,1-4
thatched shelter,1,1-4
thatched-roof pavilions,1,1-4
theater box,1,1-4
theater building,1,1-4
theater district,1,1-4
theater stage,1,1-4
theaters,1,1-4
theatre boxes,1,1-4
theatre entrance,1,1-4
theatre interior,1,1-4
theatre lobby,1,1-4
theatre stage,1,1-4
theatrical advertisement,1,1-4
theatrical costumes,1,1-4
theatrical lighting,1,1-4
theatrical masks,1,1-4
theatrical sketch,1,1-4
theatrical stage-like composition,1,1-4
thick black lines,1,1-4
thick paint layers,1,1-4
thin circular halo,1,1-4
thin cross,1,1-4
thin frame,1,1-4
thin gold line halo,1,1-4
thin limbs,1,1-4
thin lines,1,1-4
thin necklace,1,1-4
thin orange line,1,1-4
thin rod or wand,1,1-4
thin staff,1,1-4
thin wand,1,1-4
thin white lines,1,1-4
third figure,1,1-4
thorny plants,1,1-4
thorny stems,1,1-4
thought bubble,1,1-4
three children playing on the ground,1,1-4
three clothed men,1,1-4
three dancing figures,1,1-4
three faces,1,1-4
three figures on crosses,1,1-4
three nude women,1,1-4
three robed figures,1,1-4
three shepherds looking on,1,1-4
three spheres,1,1-4
three vertical panels,1,1-4
three white horses,1,1-4
three winged figures,1,1-4
three young men,1,1-4
three-dimensional diorama,1,1-4
three-dimensional form,1,1-4
three-dimensional wire construction,1,1-4
three-distance composition,1,1-4
three-dot emblem,1,1-4
three-figure composition,1,1-4
three-headed beast,1,1-4
three-masted schooner,1,1-4
three-masted vessel,1,1-4
three-part vertical division,1,1-4
three-quarter portrait view,1,1-4
three-quarter profile view,1,1-4
three-quarter rear view,1,1-4
three-quarter view of torso,1,1-4
three-stage composition,1,1-4
throne legs,1,1-4
tibetan architectural style,1,1-4
tibetan script,1,1-4
tibetan script inscriptions,1,1-4
tidal bore,1,1-4
tide pool,1,1-4
tiered arrangement,1,1-4
tiered composition,1,1-4
tiered shelves,1,1-4
tiger body,1,1-4
tiger hunt,1,1-4
tights,1,1-4
tiled floor pattern,1,1-4
tiled floor with black and white pattern,1,1-4
tiled grid,1,1-4
tiled or wooden floor room,1,1-4
tiled terrace,1,1-4
tiled-roof buildings,1,1-4
tilted face,1,1-4
tilted head composition,1,1-4
tilted neck,1,1-4
timber barns,1,1-4
timber framing,1,1-4
timber piles,1,1-4
timber yard,1,1-4
timber-framed houses,1,1-4
tiny figures,1,1-4
tiny house,1,1-4
tipi designs,1,1-4
tipis,1,1-4
toad,1,1-4
tollgate scene,1,1-4
tomahawk,1,1-4
tomb entrance,1,1-4
tomb monument,1,1-4
tombstones,1,1-4
tomoe crest,1,1-4
tonal contrast between light and shadow,1,1-4
tonal variation,1,1-4
tonsure hairstyle,1,1-4
topknot hairstyle,1,1-4
torn paper shape,1,1-4
totem pole,1,1-4
toucan,1,1-4
touch of orange-red,1,1-4
touches of blue and white on the figures clothing,1,1-4
touches of green,1,1-4
touches of orange and blue,1,1-4
touches of orange and yellow,1,1-4
touches of pink,1,1-4
touches of pink and purple,1,1-4
touches of pink and red,1,1-4
touches of purple and yellow wildflowers,1,1-4
touches of red and black,1,1-4
touches of red and blue in flags,1,1-4
touches of red and blue laundry,1,1-4
touches of red and dark blue,1,1-4
touches of red and orange,1,1-4
touches of red and purple,1,1-4
touches of red and white,1,1-4
touches of red and yellow,1,1-4
touches of red foliage,1,1-4
touches of red ink,1,1-4
touches of reddish-orange foliage,1,1-4
touches of white and yellow,1,1-4
touches of white water,1,1-4
touches of yellow and pink,1,1-4
touches of yellow and white,1,1-4
tower with spire,1,1-4
towering background mountain,1,1-4
towering buildings,1,1-4
towering mountain peak,1,1-4
towering mountains,1,1-4
town landscape,1,1-4
town street,1,1-4
town view,1,1-4
townhouses,1,1-4
townscape background,1,1-4
toy boats,1,1-4
toy bucket,1,1-4
toy carriage,1,1-4
toy cart,1,1-4
toy flag,1,1-4
toy house,1,1-4
toy shovel,1,1-4
toy track,1,1-4
toy train,1,1-4
traceried windows,1,1-4
traditional architectural setting,1,1-4
traditional architectural structures,1,1-4
traditional armor,1,1-4
traditional armor motifs,1,1-4
traditional banners,1,1-4
traditional building,1,1-4
traditional caucasian dress,1,1-4
traditional caucasian weapons,1,1-4
traditional children s hairstyles,1,1-4
traditional chinese armor patterns,1,1-4
traditional chinese court painting style,1,1-4
traditional chinese dance,1,1-4
traditional chinese illustration style,1,1-4
traditional chinese landscape elements,1,1-4
traditional chinese landscape layout,1,1-4
traditional chinese musical instruments,1,1-4
traditional chinese pavilions,1,1-4
traditional chinese residence,1,1-4
traditional chinese roof,1,1-4
traditional cloud patterns,1,1-4
traditional costumes,1,1-4
traditional court attire,1,1-4
traditional dark tunic,1,1-4
traditional east asian architecture,1,1-4
traditional east asian attire,1,1-4
traditional east asian dress,1,1-4
traditional east asian landscape composition,1,1-4
traditional east asian landscape painting,1,1-4
traditional east asian robes,1,1-4
traditional embroidered belt,1,1-4
traditional embroidery motifs,1,1-4
traditional european folk dress,1,1-4
traditional floral painting,1,1-4
traditional flowing drapery,1,1-4
traditional folk costume patterns,1,1-4
traditional folk dress,1,1-4
traditional hair buns,1,1-4
traditional hair styling,1,1-4
traditional hairstyles,1,1-4
traditional hand gestures,1,1-4
traditional hats,1,1-4
traditional headbands,1,1-4
traditional headdresses,1,1-4
traditional himalayan architecture,1,1-4
traditional indian crown,1,1-4
traditional indian crowns,1,1-4
traditional japanese armor,1,1-4
traditional japanese autumn plants,1,1-4
traditional japanese garments,1,1-4
traditional japanese interior,1,1-4
traditional jewelry,1,1-4
traditional kimono patterns,1,1-4
traditional kites,1,1-4
traditional korean attire,1,1-4
traditional landscape composition,1,1-4
traditional landscape motif,1,1-4
traditional landscape motifs,1,1-4
traditional landscape painting,1,1-4
traditional landscape painting styles,1,1-4
traditional middle eastern attire,1,1-4
traditional middle eastern garments,1,1-4
traditional norwegian architecture,1,1-4
traditional pavilion,1,1-4
traditional pavilion architecture,1,1-4
traditional roof tiles,1,1-4
traditional russian architecture,1,1-4
traditional russian attire,1,1-4
traditional russian clothing,1,1-4
traditional russian embroidery,1,1-4
traditional russian garments,1,1-4
traditional russian headdresses,1,1-4
traditional russian headscarf,1,1-4
traditional russian tea set,1,1-4
traditional scholar attire,1,1-4
traditional scholar objects,1,1-4
traditional scholar s cap,1,1-4
traditional south asian attire,1,1-4
traditional spanish attire,1,1-4
traditional spanish dress,1,1-4
traditional tiled roof,1,1-4
traditional turbans,1,1-4
traditional water wave patterns,1,1-4
traditional wave patterns,1,1-4
traditional winter clothing,1,1-4
train car,1,1-4
train cars,1,1-4
train platform,1,1-4
trams,1,1-4
transfiguration scene,1,1-4
translucent,1,1-4
translucent color bands,1,1-4
translucent gray,1,1-4
translucent green,1,1-4
translucent green woman,1,1-4
translucent layers,1,1-4
translucent veil,1,1-4
translucent whites,1,1-4
transparent veil,1,1-4
transportation,1,1-4
trapeze artists,1,1-4
trash can,1,1-4
travel route,1,1-4
travel scene,1,1-4
traveler on a donkey,1,1-4
traveler with staff,1,1-4
travelers on horseback,1,1-4
travelers with pack animals,1,1-4
traveling on donkey,1,1-4
tray of flowers,1,1-4
tree guard,1,1-4
tree leaves,1,1-4
tree motif,1,1-4
tree of life,1,1-4
tree reflections,1,1-4
tree roots,1,1-4
tree trunk base,1,1-4
tree with red leaves,1,1-4
tree with round foliage,1,1-4
tree-lined walkway,1,1-4
trees in background,1,1-4
treetop,1,1-4
trefoils,1,1-4
trellis wall,1,1-4
trenches,1,1-4
triangle object,1,1-4
triangular shape,1,1-4
tribal mask motifs,1,1-4
triclinium,1,1-4
tricolor ribbon,1,1-4
tricolor sash,1,1-4
trident,1,1-4
trident staff,1,1-4
trident symbol,1,1-4
trigram symbol,1,1-4
tripod stand,1,1-4
triptych detail,1,1-4
triptych format,1,1-4
triptych panel layout,1,1-4
triptych panels,1,1-4
triptych-style panel painting,1,1-4
triumphal arch architecture,1,1-4
trois crayons technique,1,1-4
tromba marina,1,1-4
trompe l oeil architectural elements,1,1-4
trompe l oeil architectural frame,1,1-4
trompe l oeil architectural framing,1,1-4
trompe l oeil border,1,1-4
trompe l oeil ceiling painting,1,1-4
trompe l oeil elements,1,1-4
trompe l oeil pedestal,1,1-4
trompe l oeil window frame,1,1-4
tropical forest,1,1-4
tropical wilderness,1,1-4
trunk,1,1-4
trunks,1,1-4
tufted sofa,1,1-4
tufts of grass,1,1-4
tulip beds,1,1-4
tuna fish,1,1-4
tunics,1,1-4
tunnel,1,1-4
turbulent clouds,1,1-4
turbulent waves,1,1-4
turquoise necklace,1,1-4
turquoise water,1,1-4
turtleneck,1,1-4
tusk,1,1-4
tusks,1,1-4
tuxedo,1,1-4
twilight or dawn,1,1-4
twin towers,1,1-4
two angels holding a crown,1,1-4
two birds,1,1-4
two brown birds,1,1-4
two cloaked figures,1,1-4
two fencers,1,1-4
two figures in shadow,1,1-4
two figures walking,1,1-4
two figures walking hand-in-hand,1,1-4
two glowing orbs in the sky,1,1-4
two hanging figures,1,1-4
two monk figures,1,1-4
two robed figures,1,1-4
two small figures,1,1-4
two small figures in red,1,1-4
two standing figures,1,1-4
two warriors,1,1-4
two women dancing,1,1-4
two women standing on the right,1,1-4
two women with long black hair,1,1-4
two young men,1,1-4
two-dimensional perspective,1,1-4
two-masted sailing ship,1,1-4
two-panel album leaf format,1,1-4
two-point perspective,1,1-4
two-story building,1,1-4
two-story stone watermill,1,1-4
two-tiered composition,1,1-4
two-tone color scheme,1,1-4
typographic characters,1,1-4
typographic mosaic,1,1-4
typographic patterns,1,1-4
udder,1,1-4
undefined ground,1,1-4
under a canopy of vines,1,1-4
under flowering branches,1,1-4
underground lake,1,1-4
underwater setting,1,1-4
underworld,1,1-4
underworld scene,1,1-4
underworld setting,1,1-4
undulating lines,1,1-4
unfinished drawing,1,1-4
unfinished painting,1,1-4
unfinished sketch,1,1-4
uniformed officer,1,1-4
union jack pattern on clown costume,1,1-4
unmade bed,1,1-4
upholstered armchair,1,1-4
upholstered chairs,1,1-4
upright piano shape,1,1-4
upside-down acrobat,1,1-4
urban alleyway,1,1-4
urban backdrop,1,1-4
urban cluster,1,1-4
urban combat,1,1-4
urban corner,1,1-4
urban edge,1,1-4
urban evening,1,1-4
urban green space,1,1-4
urban installation,1,1-4
urban park at night,1,1-4
urban parkside,1,1-4
urban plaza,1,1-4
urban promenade,1,1-4
urban riverfront,1,1-4
urban rooftop scene,1,1-4
urban street view,1,1-4
urban transit scene,1,1-4
urban view through window,1,1-4
urna dot on forehead,1,1-4
urnas,1,1-4
urns with flowers,1,1-4
vague outlines,1,1-4
vajra,1,1-4
vajra-topped vases,1,1-4
valance,1,1-4
valley at sunset,1,1-4
valley landscape,1,1-4
valley path,1,1-4
valley with ruins,1,1-4
valve handle,1,1-4
vantage point looking up a valley,1,1-4
varying figure scales,1,1-4
vase of white flowers,1,1-4
vase with lilies,1,1-4
vase-like form,1,1-4
vases with flames,1,1-4
vases with flowers,1,1-4
vaulted archway,1,1-4
vaulted canopy,1,1-4
vaulted room,1,1-4
veena,1,1-4
veena instrument,1,1-4
veena-like instrument,1,1-4
vegetable garden,1,1-4
vegetable patch,1,1-4
velvet cloth,1,1-4
vendors,1,1-4
venetian street scene,1,1-4
venetian waterfront,1,1-4
venice,1,1-4
venice canal,1,1-4
veranda of a wooden house,1,1-4
vermilion ink,1,1-4
vermilion seal impressions,1,1-4
vermilion seals,1,1-4
vertical arched panel,1,1-4
vertical bars,1,1-4
vertical calligraphy inscription,1,1-4
vertical chinese calligraphy inscription,1,1-4
vertical cliff composition,1,1-4
vertical columns of text,1,1-4
vertical composition of trees,1,1-4
vertical division,1,1-4
vertical emphasis from the tower,1,1-4
vertical emphasis from tree trunks,1,1-4
vertical framing,1,1-4
vertical framing with trees,1,1-4
vertical green band,1,1-4
vertical grid,1,1-4
vertical inscription column,1,1-4
vertical orientation of shapes,1,1-4
vertical paint drips,1,1-4
vertical panel,1,1-4
vertical panel layout,1,1-4
vertical panel lines,1,1-4
vertical poles in foreground,1,1-4
vertical portrait,1,1-4
vertical portrait orientation,1,1-4
vertical post,1,1-4
vertical rectangular format,1,1-4
vertical rock formations,1,1-4
vertical smoke columns,1,1-4
vertical stripe pattern,1,1-4
vertical tree trunks,1,1-4
vertical tree trunks framing the composition,1,1-4
vibrant autumn colors,1,1-4
vibrant blue strokes,1,1-4
vibrant color blocks,1,1-4
vibrant color contrast,1,1-4
vibrant color contrasts,1,1-4
